"Title","Release.Year","Locations","Fun.Facts","Production.Company","Distributor","Director","Writer","Actor.1","Actor.2","Actor.3","lon","lat"
"Invasion of the Body Snatchers",1978,"1227 Montgomery Street (Telegraph Hill)","","Solofilm","United Artists","Philip Kaufman","Jack Finney","Donald Sutherland","Jeff Goldblum","Brooke Adams",-122.404539,37.8004781
"The OA Part II",2019,"Mission Rock at 3rd St","","Lunar Mining LLC","Netflix","Zal Batmanglij","Zal Batmanglij, Brit Marling","Brit Marling","Emory Cohen","Patrick Gibson",-122.3895876,37.7729462
"Looking ""Special""",2016,"The Stud, 399 9th Street","","Mission Street Productions, LLC","HBO","Andrew Haigh","Michael Lannan","Jonathan Groff","Frankie Alvarez","Murray Bartlett",-122.4100035,37.7728168
"Freebie and the Bean",1974,"Twin Peaks","The 2nd highest point in SF after Mt. Davidson, Twin Peaks sit at the geographic center of SF. The native Ohlone people called the area ""called the area “Los Pechos de la Chola” or ""Breasts of the Indian Maiden,"" but in the 19th Century when America took over the area, it was renamed ""Twin Peaks"".","Warner Bros. Pictures","American Broadcasting Company (ABC)","Richard Rush","Robert Kaufman","Alan Arkin","James Caan","Loretta Swit",-122.4471247,37.7541536
"Chu Chu and the Philly Flash",1981,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.","Melvin Simon Productions","Columbia Broadcasting System (CBS)","David Lowell Rich","Barbara Dana","Alan Arkin","Carol Burnett","",-122.4104443,37.7923897
"Looking",2014,"Castro St. from Market to 18th St.","","Mission Street Productions, LLC","Home Box Office (HBO)","Andrew Haigh","Michael Lannan","Jonathan Groff","Frankie J. Alvarez","Murray Bartlett",-122.4352553,37.7622166
"About a Boy",2014,"Powell from Bush and Sutter","","NBC Studios","National Broadcasting Company","Mark J. Kunerth","Jason Katims","David Walton","Minnie Driver","",-122.408456,37.789146
"Invasion of the Body Snatchers",1978,"Hamlin Hotel (385 Eddy Street)","","Solofilm","United Artists","Philip Kaufman","Jack Finney","Donald Sutherland","Jeff Goldblum","Brooke Adams",-122.4138711,37.7835802
"Smile Again, Jenny Lee",2015,"Greenwich St at Battery St","","Carlo Caldana/Marguery Films","","Carlo Caldana","Linda Demetrick","Craig Tsuyumine","Puneet Prasad","Larry Kitagawa",-122.4020082,37.8032573
"Magnum Force",1973,"Embarcadero Freeway","demolished","The Malpaso Company","Warner Bros. Pictures","Ted Post","John Milius","Clint Eastwood","Hal Holbrook","Mitchell Ryan",-122.2495915,37.7876159
"The OA Part II",2019,"SF War Memorial Opera House","","Lunar Mining LLC","Netflix","Zal Batmanglij","Zal Batmanglij, Brit Marling","Brit Marling","Emory Cohen","Patrick Gibson",-122.42067,37.77849
"Harold and Maude",1971,"Sutro Baths (Point Lobos Avenue)","","Mildred Lewis and Colin Higgins Productions","Paramount Pictures","Hal Ashby","Colin Higgins","Ruth Gordon","Bud Cort","",-122.5136935,37.7804369
"Need For Speed",2014,"Powell St. from Geary to Sacramento","","Need For Speed Productions, LLC","Walt Disney Studios Motion Pictures","Scott Waugh","George Gatins","Aaron Paul","Dominic Cooper","Imogen Poots",-122.4100932,37.796504
"Hemingway & Gelhorn",2011,"Muni Metro East (501 Cesar Chavez)","","Attaboy Films, For Whom Productions, Home Box Office (HBO)","Home Box Office (HBO)","Philip Kaufman","Jerry Stahl & Barbara Turner","Nicole Kidman","Clive Owen","",-122.3855411,37.7520495
"Pal Joey",1957,"Spreckels Mansion (2080 Washington Street, Pacific Heights)","","Columbia Pictures Corporation","Columbia Pictures","George Sidney","Dorothy Kingsley","Rita Hayworth","Frank Sinatra","Kim Novak",-122.427541,37.792733
"Boys and Girls",2000,"Coit Tower","The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.","Punch 21 Productions","Dimension Films","Robert Iscove","The Drews","Freddie Prinze, Jr.","Alyson Hannigan","",-122.4058222,37.8023949
"The Bachelor",1999,"Pacific Stock Exchange (301 Pine Street at Sansome)","","George Street Pictures","New Line Cinema","Gary Sinyor","Steve Cohen","Chris O'Donnell","Renee Zellweger","",-122.4012549,37.7916612
"Americana",2015,"Palace of Fine Arts","","Sutro Films LLC","","Zachary Shedd","Zachary Shedd","Kelli Garner","Jack Davenport","Peter Coyote",-122.4486055,37.8020068
"Twisted",2004,"Vesuvio Café (255 Columbus Avenue)","Jack Kerouac was a regular at the café.","Paramount Pictures","Paramount Pictures","Philip Kaufman","Sarah Thorp","Ashley Judd","Samuel L. Jackson","",-122.406454,37.797494
"When We Rise",2017,"440 Castro St.","","Film 49 Productions","Amercian Broadcasting Company","Gus Van Sant","Dustin Lance Black","Guy Pierce","Mary-Louise Parker","Michael Kenneth Williams",-122.4352794,37.7618221
"The Dead Pool",1988,"Pierce St. & Golden Gate Avenue (Hayes Valley)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",-88.7256384,34.249035
"Tales of the City",2019,"Dolores Park","","Universal Television LLC","Netflix","Alan Poul, Silas Howard, Stacie Passon","Armistead Maupin, Lauren Morelli, Hansol Jung, Marcus Gardley","Laura Linney","Ellen Page","Murray Bartlett",-122.4269038,37.7596168
"Venom",2018,"Grant Ave at Green St","","L.O.Z. Productions, Inc.","Columbia Pictures, Sony Pictures Releasing","Ruben Fleischer","Jeff Pinkner, Scott Rosenberg","Tom Hardy","Michelle Wiliams","Riz Ahmed",-122.4074155,37.7997122
"The Love Bug",1968,"100 Block of Lombard Street","Lombard Street is not actually the most crooked in SF. That honor goes to Potrero Hill's Vermont Street between 22nd and 23rd.","Walt Disney Productions","Buena Vista Distribution","Robert Stevenson","Bill Walsh","Dean Jones","Michele Lee","David Tomlinson",-122.4033729,37.8040539
"San Andreas",2015,"Pier 43","Bystanders watch as a tsunami crashes over them","Upside Down Productions, Inc.","Warner Bros.","Brad Peyton","Allan Loeb","Dwayne Johnson","","",-122.4133446,37.8092691
"Blue Jasmine",2013,"303-305 S. Van Ness","","Perdido Productions","Sony Pictures Classics","Woody Allen","Woody Allen","Cate Blanchett","Alec Baldwin","Peter Sarsgaard",-122.4176628,37.7682797
"The Assassination of Richard Nixon",2004,"Tosca Café (242 Columbus Avenue, North Beach)","","Anhelo Productions","THINKFilm","Niels Mueller","Niels Mueller & Kevin Kennedy","Sean Penn","Naomi Watts","",-122.4059801,37.7975582
"Star Trek IV: The Voyage Home",1986,"North Beach","","Paramount Pictures","Paramount Pictures","Leonard Nimoy","Steve Meerson","William Shatner","Leonard Nimoy","George Takei",-122.4103311,37.8060532
"Getting Even with Dad",1994,"140 Maiden Lane","","Metro-Goldwyn-Mayer (MGM)","Metro-Goldwyn-Mayer (MGM)","Howard Deutch","Tom S. Parker","Macaulay Culkin","Ted Danson","",-122.4059018,37.7882844
"Vegas in Space",1992,"3567 18th Street","","Troma Entertainment","MCA/Universal Home Video","Phillip R. Ford","Doris Fish","Doris Fish","Miss X","Ginger Quest",-122.4230761,37.761481
"Chance- Season 1 ep102",2016,"Mason and Pacific","","TVM Productions","HULU","Lenny Abrahamson","Alexandra Cunningham","Hugh Laurie","Gretchen Mol","Ethan Suplee",-122.4115851,37.7962333
"Dirty Harry",1971,"San Francisco Drydock (20th and Illinois Streets)","","The Malpaso Company","Warner Brothers","Don Siegel","Harry Julian Fink","Clint Eastwood","Harry Guardino","",-122.3866097,37.760628
"Vertigo",1958,"Mission San Juan Bautista (2nd & Mariposa Streets)","","Alfred J. Hitchcock Productions","Paramount Pictures","Alfred Hitchcock","Alec Coppel","James Stewart","Kim Novak","Barbara Bel Geddes",-121.535862,36.8457706
"Pushing Dead",2016,"Mission Neibhrohood Health Cetner, 240 Shotweel Street","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert",-122.4165839,37.7645364
"Age of Adaline",2015,"Plate Shots SF streets various","","Lionsgate / Sidney Kimmel Entertainment / Lakeshore Entertainment","","Lee Toland Krieger","J. Mills Goodloe","Blake Lively","Harrison Ford","Ellen Burstyn",-122.4203773,37.7451621
"Big Eyes",2014,"Saints Peter & Paul Church","","Blink & Wink Productions","Weinstein Company","Tim Burton","Scott Alexander","Amy Adams","Krysten Ritter","Christoph Waltz",-98.1283758,29.7034527
"Fathers' Day",1997,"","","Northern Lights Entertainment","Columbia Broadcasting System","Ivan Reitman","Lowell Ganz","Robin Williams","Billy Crystal","",-122.4194155,37.7749295
"Chance Season 2",2017,"Embarcadero between Bay and Chestnut St","","TVM Productions Inc.","Hulu","Rozann Dawson","Alexandra Cunningham","Hugh Laurie","Greta Lee","Ethan Suplee",-122.409821,37.808673
"Jade",1995,"Fior d' Italia (601 Union Street at Stockton)","","Paramount Pictures","Paramount Pictures","William Friedkin","Joe Eszterhas","David Caruso","Linda Fiorentino","Chazz Palminteri",-122.413523,37.804259
"Chance- Season 1 ep108",2016,"1000 Mason St.","","TVM Productions","HULU","Peter Elkoff and Victoria Morrow","Andrew Bernstein","Hugh Laurie","Gretchen Mol","Ethan Suplee",-122.4105791,37.7931691
"Terminator - Genisys",2015,"Sutter Stockton Garage","","T5 Productions LLC","Paramount Pictures","Alan Taylor","James Cameron","Arnold Schwarzenegger","Jason Clarke","",-122.4064431,37.7903515
"Vertigo",1958,"Ernie's Restaurant (847 Montgomery Street)","Called the ""Essex Club"" in the film.","Alfred J. Hitchcock Productions","Paramount Pictures","Alfred Hitchcock","Alec Coppel","James Stewart","Kim Novak","Barbara Bel Geddes",-122.4036641,37.7969869
"Nine Months",1995,"101 Henry Adams Place, 4th Floor","","1492 Pictures","Twentieth Century Fox Film Corp.","Chris Columbus","Chris Columbus","Hugh Grant","Julianne Moore","Robin Williams",-122.4034548,37.7681477
"Vegas in Space",1992,"Corona Heights Park","","Troma Entertainment","MCA/Universal Home Video","Phillip R. Ford","Doris Fish","Doris Fish","Miss X","Ginger Quest",-122.4385846,37.7653122
"Sister Act 2: Back in the Habit",1993,"Maritime Museum, Building 201 (Fort Mason)","","Touchstone Pictures","Buena Vista Pictures","Bill Duke","Joseph Howard","Whoopi Goldberg","Maggie Smith","",-122.4283006,37.8055603
"Nine Months",1995,"Alamo Square","","1492 Pictures","Twentieth Century Fox Film Corp.","Chris Columbus","Chris Columbus","Hugh Grant","Julianne Moore","Robin Williams",-122.433252,37.7774994
"Chance Season 2",2017,"Embarcadero at Lombard St.","","TVM Productions Inc.","Hulu","Rozann Dawson","Alexandra Cunningham","Hugh Laurie","Greta Lee","Ethan Suplee",-122.4022693,37.80419
"D.O.A",1950,"Southern Pacific Memorial Hospital (1400 Fell Street)","","Cardinal Pictures","United Artists","Rudolph Mate","Russell Rouse","Edmond O'Brien","Pamela Britton","Luther Adler",-122.4420882,37.7741874
"Invasion of the Body Snatchers",1978,"Pier 33 (Embarcadero)","","Solofilm","United Artists","Philip Kaufman","Jack Finney","Donald Sutherland","Jeff Goldblum","Brooke Adams",-122.4044701,37.8066444
"Smile Again, Jenny Lee",2015,"Hyatt Hotel (555 North Point St.)","","Carlo Caldana/Marguery Films","","Carlo Caldana","Linda Demetrick","Craig Tsuyumine","Puneet Prasad","Larry Kitagawa",-122.4158936,37.8059668
"Crackers",1984,"24th Street between Mission Street and Potrero Avenue","","Universal Pictures","Universal Pictures","Louis Malle","Jeffrey Fiskin","Donald Sutherland","Jack Warden","Sean Penn",-122.40669,37.75299
"Chance - Season 1 Pilot",2016,"Warren's Antiques, 375 9th St.","","TVM Productions","HULU","Lenny Abrahamson","Alexandra Cunningham and Kem Nunn","Hugh Laurie","Gretchen Mol","Ethan Suplee",-122.4103937,37.7729581
"Foul Play",1978,"Sutter & Buchannan Streets","","Paramount Pictures","Paramount Pictures","Colin Higgins","Colin Higgins","Goldie Hawn","Chevy Chase","Burgess Meredith",-121.7527482,39.1598915
"When a Man Loves a Woman",1994,"Cybelle's Pizza (1000 Bush Street)","","Touchstone Pictures","Buena Vista Pictures","Luis Mandoki","Ronald Bass","Andy Garcia","Meg Ryan","",-122.413957,37.789657
"Cardinal X",2015,"119 Utah","","Fire Horse Film Productions LLC","","Annie Wang","Annie Wang","Annie Q","Francesca Eastwood","Pierson Fode",-122.4062869,37.7674263
"The Candidate",1972,"Westin St. Francis Hotel (335 Powell Street, Union Square)","The hotel was originally supposed to be named the Crocker Hotel, after Charles Founder the railroad magnate who founded it. However, the hotel took the name the St. Francis after one of the earliest Gold Rush hotels.","Redford-Ritchie Productions","Warner Bros. Pictures","Michael Ritchie","Jeremy Larner","Robert Redford","Peter Boyle","",-122.4087882,37.787618
"So I Married an Axe Murderer",1993,"Aladdin Terrace (off of Taylor Street, Between Filbert and Union)","","TriStar Pictures","TriStar Pictures","Thomas Schlamme","Robbie Fox","Mike Myers","Nancy Travis","",-122.4136762,37.800376
"The Enforcer",1976,"Lefty O' Doul Drawbridge/ 3rd Street Bridge (3rd Street, China Basin)","This is SF's only drawbridge, and was named after Francis Joseph ""Lefty"" O'Doul, a local baseball hero.","Warner Bros. Pictures","Warner Bros. Pictures","James Fargo","Stirling Silliphant","Clint Eastwood","Tyne Daly","Harry Guardino",-122.3901325,37.7765425
"The Game",1997,"Sheraton Palace Hotel (639 Market Street)","The hotel was destroyed in the 1906 earthquake and fire, had to be rebuilt, and was reopened in 1909.","Polygram Filmed Entertainment","Polygram Filmed Entertainment","David Fincher","John Brancato","Michael Douglas","Sean Penn","Deborah Kara Unger",-122.401799,37.7881067
"Looking Season 2 ep 204",2015,"Larken Street Youth Services, 1138 Sutter Street","","Mission Street Productions, LLC","HBO","Andrew Haigh","Michael Lannan","Jonathan Groff","Frankie Alvarez","Murray Bartlett",-122.4130212,37.7821292
"Ant-Man and the Wasp",2018,"490 Geary St","VFX Plate Shots","PYM Particles Productions II, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Chris McKenna","Paul Rudd","Evangeline Lilly","Michael Douglas",-122.4113976,37.7871218
"Dim Sum: A Little Bit of Heart",1985,"Chinatown","First established in the mid-19th Century, SF's Chinatown is the oldest and largest Chinatown in the US.","CIM","Orion Classics","Wayne Wang","Terrel Seltzer","Laureen Chew","Kim Chew","Victor Wong",-122.4077914,37.7941378
"The Rock",1996,"Alcatraz Island","Alcatraz Island was a military fort before it became a prison.","Hollywood Pictures","Buena Vista Pictures","Michael Bay","David Weisberg","Sean Connery","Nicolas Cage","",-122.4229555,37.8269775
"The Last of the Gladiators",1988,"","","Twin Tower Enterprises","Evel Videos","Martin Jay Sadoff","Martin Jay Sadoff","Evel Knievel","","",-122.4194155,37.7749295
"Chance- Season 1 ep107",2016,"60 Potomac","","TVM Productions","HULU","Alexandra Cunningham and Kem Nunn","Michael Lehmann","Hugh Laurie","Gretchen Mol","Ethan Suplee",-122.4324466,37.7701879
"Dream with the Fishes",1997,"Bay Bridge","Before opening in 1936, the bridge was blessed by Cardinal Secretary of State Eugenio Pacelli, who later became Pope Pius XII.","3 Ring Circus Films","Sony Pictures Classics","Finn Taylor","Finn Taylor & Jeffrey Brown","David Arquette","Brad Hunt","",-122.3778182,37.7982799
"Babies",2010,"","","Canal+","Focus Features","Thomas Balmes","Thomas Balmes","Bayar","Hattie","",-122.4194155,37.7749295
"Vertigo",1958,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.","Alfred J. Hitchcock Productions","Paramount Pictures","Alfred Hitchcock","Alec Coppel","James Stewart","Kim Novak","Barbara Bel Geddes",-122.4104443,37.7923897
"Red Widow",2013,"Broadway & Taylor","","Beyond Pix","American Broadcasting Company (ABC)","Alon Aranya","Melissa Rosenberg","Radha Mitchell","Sterling Beaumon","Clifton Collins Jr.",-95.982443,36.1510606
"Mother",1996,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.","Paramount Pictures","Paramount Pictures","Albert Brooks","Albert Brooks","Albert Brooks","Debbie Reynolds","",-122.4104443,37.7923897
"Invasion of the Body Snatchers",1978,"City Hall","The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.","Solofilm","United Artists","Philip Kaufman","Jack Finney","Donald Sutherland","Jeff Goldblum","Brooke Adams",-122.4192646,37.7792597
"Bitter Melon",2018,"298 11th St","","Bitter Melon Film LLC/Mammoth Pictures","ABS-CBN, Gravitas Ventures","H.P. Mendoza","H.P. Mendoza","Jon Norman Schneider","Patrick Epino","Brian Rivera",-122.4144497,37.7719479
"A Taiwanese Tale of Two Cities",2018,"Waverly Place","","Envision Productions Inc.","Netflix","Tien-Lun Yeh","Ling-Hui Chen, Nancy Chen, Chih-Chi Fan, Chia-Hui Lin","Tammy Cheng","Peggy Tseng","Shen-Hao Wen",-122.4068497,37.7942088
"Etruscan Smile",2017,"343 Union Street","","Po Valley Productions, LLC","TBD","Oded Binnun/ Michel Brezis","Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro","Brian Cox","Roseanne Arquette","Thora Birch",-122.4050849,37.8008088
"Birth of the Dragon",2016,"Waverly Pl between Washington and Sacramento","","BOTD U.S. Productions, Inc.","Kylin Pictures","George Nolfi","Christopher Wilkinson, Stephen J. Rivele","Philip Ng","Billy Magnussen","Yu Xia",-122.4068497,37.7942088
"Murder in the First, Season 2",2015,"Boardman Place between Bryant and Brannan Streets","","Turner North Center Productions","Turner Network Television (TNT)","Steven Bochcho","Eric Lodal","Taye Diggs","Kathleen Robertson","Ian Anthony Dale",-122.4029163,37.7745865
"Beautiful Boy",2018,"Tenderloin Neighborhood","","Big Indie Pictures","Amazon Studios","Felix van Groeningen","Luke Davies","Steve Carell","Timothee Chalamet","Maura Tierney",-122.4145058,37.7846598
"Chance- Season 1 ep102",2016,"YWCA, 940 Powell","","TVM Productions","HULU","Lenny Abrahamson","Alexandra Cunningham","Hugh Laurie","Gretchen Mol","Ethan Suplee",-122.4092654,37.7934919
"Looking ""Special""",2016,"Castro Street between 17th & 18th","","Mission Street Productions, LLC","HBO","Andrew Haigh","Michael Lannan","Jonathan Groff","Frankie Alvarez","Murray Bartlett",-122.4350906,37.7623336
"Looking Season 2 ep 210",2015,"Mission Rec Center, 2450 Harrison Street","","Mission Street Productions, LLC","HBO","Andrew Haigh","Michael Lannan","Jonathan Groff","Frankie Alvarez","Murray Bartlett",-122.412635,37.7582258
"Chance Season 2",2017,"Haight St at Ashbury St","","TVM Productions Inc.","Hulu","Rozann Dawson","Alexandra Cunningham","Hugh Laurie","Greta Lee","Ethan Suplee",-122.4469617,37.7700212
"The Core",2003,"Golden Gate Bridge","With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.","David Foster Productions","Paramount Pictures","John Amiel","Cooper Lane","Aaron Eckhart","Hilary Swank","",-122.4782551,37.8199286
"So I Married an Axe Murderer",1993,"Café Picaro 3120 16th Street","","TriStar Pictures","TriStar Pictures","Thomas Schlamme","Robbie Fox","Mike Myers","Nancy Travis","",-122.4224751,37.7650341
"Foul Play",1978,"Montgomery & Pine Streets (Financial District)","","Paramount Pictures","Paramount Pictures","Colin Higgins","Colin Higgins","Goldie Hawn","Chevy Chase","Burgess Meredith",-86.3077368,32.3792233
"The OA Part II",2019,"Pier 7","","Lunar Mining LLC","Netflix","Zal Batmanglij","Zal Batmanglij, Brit Marling","Brit Marling","Emory Cohen","Patrick Gibson",-122.3943664,37.8001077
"Sense8",2015,"Harrison","Driving shots","Unpronounceable Productions, LLC","Netflix","The Wachowskis","The Wachowskis","Jamie Clayton","","",-122.3922136,37.7864606
"Star Trek VI: The Undiscovered Country",1991,"Golden Gate Bridge","With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.","Paramount Pictures","Paramount Pictures","Nicholas Meyer","Nimoy","William Shatner","Leonard Nimoy","George Takei",-122.4782551,37.8199286
"Pushing Dead",2016,"Koshland Park","","Pushing Dead , LLC","TBD","Tom Brown","Tom Brown","Danny Glover","James Roday","Robin Weigert",-122.4267285,37.7732776
"Always Be My Maybe",2019,"Fort Point (Presidio, Golden Gate National Recreation Area)","","Isla Productions, LLC","Netflix","Nahnatchka Khan","Michael Golamco, Randall Park, Ali Wong","Ali Wong","Randall Park","Keanu Reeves",-122.5295263,37.8480359
"The Towering Inferno",1974,"Bank of America Building (555 California Street, Financial District)","The Bank of America Building was the tallest building on the West Coast from 1969-1972, when it was surpassed by the TransAmerica Pyramid. Today, the Bank of America building is the 5th tallest building on the West Coast.","Irwin Allen Productions","Twentieth Century - Fox","John Guillermin","Stirling Silliphant","Steve McQueen","Paul Newman","William Holden",-122.4037148,37.792062
"Vertigo",1958,"York Hotel (940 Sutter Street)","","Alfred J. Hitchcock Productions","Paramount Pictures","Alfred Hitchcock","Alec Coppel","James Stewart","Kim Novak","Barbara Bel Geddes",-122.4158858,37.7884322
"Birth of the Dragon",2016,"Pier 45 - Jeremiah O'Brien Liberty Ship","The SS Jeremiah O'Brien is a rare survivor of the invasion at Normandy on D-Day in WWII.","BOTD U.S. Productions, Inc.","Kylin Pictures","George Nolfi","Christopher Wilkinson, Stephen J. Rivele","Philip Ng","Billy Magnussen","Yu Xia",-122.4181442,37.8110638
"Red Widow",2013,"Geary & 20th Ave","","Beyond Pix","American Broadcasting Company (ABC)","Alon Aranya","Melissa Rosenberg","Radha Mitchell","Sterling Beaumon","Clifton Collins Jr.",-98.3172854,35.6311594
"The Dead Pool",1988,"Mirant Energy, LLC (1301 Illinois Street, The Dogpatch)","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",-122.3870888,37.7554267
"Looking Season 2 ep 210",2015,"67 Deming Street","","Mission Street Productions, LLC","HBO","Andrew Haigh","Michael Lannan","Jonathan Groff","Frankie Alvarez","Murray Bartlett",-122.4457286,37.7603405
"Foul Play",1978,"Hayes Valley Care (601 Laguna Street, Hayes Valley)","","Paramount Pictures","Paramount Pictures","Colin Higgins","Colin Higgins","Goldie Hawn","Chevy Chase","Burgess Meredith",-122.4265958,37.7767801
"Venom",2018,"Grant Ave btwn Clay and Jackson","","L.O.Z. Productions, Inc.","Columbia Pictures, Sony Pictures Releasing","Ruben Fleischer","Jeff Pinkner, Scott Rosenberg","Tom Hardy","Michelle Wiliams","Riz Ahmed",-122.4069697,37.7974831
"The Presidio",1988,"Montgomery & Vallejo Streets (Telegraph Hill)","","Paramount Pictures","Paramount Pictures","Peter Hyams","Larry Ferguson","Sean Connery","Mark Harmon","Meg Ryan",-86.3077368,32.3792233
"Beaches",1988,"","","Silver Screen Partners IV","Columbia Broadcasting System","Garry Marshall","Mary Agnes Donoghue","Bette Midler","Barbara Hershey","John Heard",-122.4194155,37.7749295
"Time After Time",1979,"Hyatt Regency Hotel (5 Embarcadero Center)","","Orion Pictures Corp.","Columbia Broadcasting System (CBS)","Nicholas Meyer","Karl Alexander","Malcolm McDowell","Mary Steenburgen","David Warner",-122.3956663,37.7942169
"On the Road",2012,"Bay Bridge","","SPAD Films","IFC Films & Sundance Selects","Walter Salles","Jack Kerouac & Jose Rivera","Garrett Hedlund","Viggo Mortenson","",-122.3778182,37.7982799
"Time After Time",1979,"Lombard & Broderick Streets (Marina District)","","Orion Pictures Corp.","Columbia Broadcasting System (CBS)","Nicholas Meyer","Karl Alexander","Malcolm McDowell","Mary Steenburgen","David Warner",-88.0078435,41.8800296
"Vertigo",1958,"Conservatory of Flowers (Golden Gate Park)","The Conservatory, unveiled in 1879, is the oldest public conservatory in the Western Hemisphere.","Alfred J. Hitchcock Productions","Paramount Pictures","Alfred Hitchcock","Alec Coppel","James Stewart","Kim Novak","Barbara Bel Geddes",-122.4586855,37.7722874
"Blue Jasmine",2013,"Ocean Beach at Lincoln","","Perdido Productions","Sony Pictures Classics","Woody Allen","Woody Allen","Cate Blanchett","Alec Baldwin","Peter Sarsgaard",-122.510734,37.7593921
"Blue Jasmine",2013,"2178 Palou Ave.","","Perdido Productions","Sony Pictures Classics","Woody Allen","Woody Allen","Cate Blanchett","Alec Baldwin","Peter Sarsgaard",-122.4015231,37.7406288
"The Net",1995,"Montgomery & Market Streets","","Columbia Pictures Corp.","Columbia Pictures","Irwin Winkler","John Brancato","Sandra Bullock","Jeremy Northam","",-86.3077368,32.3792233
"Bedazzled",2000,"1155 Filbert Street at Hyde","","Twentieth Century Fox Film Corp.","Twentieth Century Fox Film Corp.","Harold Ramis","Harold Ramis","Brendan Fraser","Elizabeth Hurley","",-122.4185342,37.8001415
"Looking Season 2 ep 207",2015,"Delores Park","","Mission Street Productions, LLC","HBO","Andrew Haigh","Michael Lannan","Jonathan Groff","Frankie Alvarez","Murray Bartlett",-122.4269038,37.7596168
"The Right Stuff",1983,"Cow Palace","Supposedly, the Cow Palace's name derives from a newspaper editorial in which the writer wonders whether the soon-to-be-built structure for livestock was a ""palace for cows"".","The Ladd Company","The Ladd Company","Philip Kaufman","Philip Kaufman","Sam Shepard","Scott Glenn","Ed Harris",-122.4187365,37.7068282
"Sudden Fear",1952,"The Tamalpais Building (1201 Greenwich Street at Hyde)","","Joseph Kaufmann Pictures","RKO Pictures","David Miller","Lenore J. Coffee","Joan Crawford","Jack Palance","Gloria Grahame",-122.4197824,37.8007589
"Venom",2018,"Stockton Tunnel btwn Sutter and Sacramento","Motorcycle/SUV chase scene","L.O.Z. Productions, Inc.","Columbia Pictures, Sony Pictures Releasing","Ruben Fleischer","Jeff Pinkner, Scott Rosenberg","Tom Hardy","Michelle Wiliams","Riz Ahmed",-122.4064431,37.7903515
"48 Hours",1982,"","","Paramount Pictures","Paramount Pictures","Walter Hill","Walter Hill","Nick Nolte","Eddie Murphy","Annette O'Toole",-122.4194155,37.7749295
"The Enforcer",1976,"23rd & Capp Streets (Mission District)","","Warner Bros. Pictures","Warner Bros. Pictures","James Fargo","Stirling Silliphant","Clint Eastwood","Tyne Daly","Harry Guardino",-95.2810662,38.9430226
"GirlBoss",2017,"1375 Haight St.","","Hippolyta Productions, LLC","Netflix","Jamie Babbit, Amanda Brotchie, Steven K. Tsuchida, Christian Ditter, John Riggi","Kay Cannon","Britt Robertson","Ellie Reed","Amanda Rea",-122.4447426,37.7698938
"Dim Sum: A Little Bit of Heart",1985,"Li Po (916 Grant Avenue at Washington, Chinatown)","","CIM","Orion Classics","Wayne Wang","Terrel Seltzer","Laureen Chew","Kim Chew","Victor Wong",-122.4063742,37.7954841
"Terminator - Genisys",2015,"Mission at 1st and 2nd","","T5 Productions LLC","Paramount Pictures","Alan Taylor","James Cameron","Arnold Schwarzenegger","Jason Clarke","",-122.400202,37.7878372
"Ant-Man and the Wasp",2018,"Financial District","VFX and B-roll Shots","PYM Particles Productions II, LLC","Walt Disney Studios Motion Pictures","Peyton Reed","Chris McKenna","Paul Rudd","Evangeline Lilly","Michael Douglas",-122.3999445,37.7945742
"Bitter Melon",2018,"Pay and Save Grocery, 599 Guerrero St","The film won Best Narrative Feature at the San Diego Asian Film Festival.","Bitter Melon Film LLC/Mammoth Pictures","ABS-CBN, Gravitas Ventures","H.P. Mendoza","H.P. Mendoza","Jon Norman Schneider","Patrick Epino","Brian Rivera",-122.4236314,37.7616945
